Origin,Destination,BusType,DepDateTime,ArrDateTime,Profit,SchType
C4,B2,T2,2020-01-01 08:15:00,2020-01-01 11:27:00,443.5071437776752,M
C4,B3,T2,2020-01-01 09:00:00,2020-01-01 12:05:00,444.4356747894051,M
C4,B4,T2,2020-01-01 05:30:00,2020-01-01 08:32:00,448.3554452148861,M
C4,B5,T2,2020-01-01 06:00:00,2020-01-01 09:08:00,451.0910603864262,M
C4,D1,T2,2020-01-01 06:15:00,2020-01-01 10:29:00,603.7212253342096,M
C4,D2,T2,2020-01-01 08:30:00,2020-01-01 12:34:00,608.0737147445975,M
C4,D3,T2,2020-01-01 06:30:00,2020-01-01 10:30:00,606.3972914358271,M
C4,D4,T2,2020-01-01 09:15:00,2020-01-01 13:17:00,600.7031387873632,M
C4,D5,T2,2020-01-01 07:00:00,2020-01-01 11:04:00,600.3526311861511,M
C4,E1,T2,2020-01-01 08:00:00,2020-01-01 12:27:00,645.3007681373034,M
C4,E2,T2,2020-01-01 09:45:00,2020-01-01 14:06:00,642.1651027102941,M
C4,E3,T2,2020-01-01 06:30:00,2020-01-01 10:56:00,637.6648490743227,M
C4,E4,T2,2020-01-01 07:15:00,2020-01-01 11:43:00,643.6339000779491,M
C4,E5,T2,2020-01-01 05:00:00,2020-01-01 09:19:00,647.2568617640959,M
C5,A1,T2,2020-01-01 05:30:00,2020-01-01 08:02:00,348.7439883627258,M
C5,A2,T2,2020-01-01 06:45:00,2020-01-01 09:04:00,349.4275795398616,M
C5,A3,T2,2020-01-01 09:30:00,2020-01-01 12:03:00,353.85933938732137,M
C5,A4,T2,2020-01-01 05:15:00,2020-01-01 07:39:00,345.6633122369615,M
C5,A5,T2,2020-01-01 09:15:00,2020-01-01 11:39:00,347.9538974032425,M
C5,B1,T2,2020-01-01 06:00:00,2020-01-01 09:00:00,447.00986501104677,M
C5,B2,T2,2020-01-01 06:00:00,2020-01-01 09:05:00,446.8943873387319,M
C5,B3,T2,2020-01-01 06:30:00,2020-01-01 09:31:00,447.3669005444035,M
C5,B4,T2,2020-01-01 05:30:00,2020-01-01 08:27:00,442.75546187065436,M
C5,B5,T2,2020-01-01 08:15:00,2020-01-01 11:23:00,443.1234914468042,M
C5,D1,T2,2020-01-01 07:45:00,2020-01-01 11:59:00,609.2505495426855,M
C5,D2,T2,2020-01-01 07:15:00,2020-01-01 11:21:00,608.359938261389,M
C5,D3,T2,2020-01-01 06:15:00,2020-01-01 10:23:00,601.1683944684082,M
C5,D4,T2,2020-01-01 05:30:00,2020-01-01 09:30:00,600.3223156879454,M
C5,D5,T2,2020-01-01 09:30:00,2020-01-01 13:40:00,602.4994870904756,M
C5,E1,T2,2020-01-01 06:00:00,2020-01-01 10:27:00,642.2145443161213,M
C5,E2,T2,2020-01-01 07:00:00,2020-01-01 11:25:00,643.3849657401107,M
C5,E3,T2,2020-01-01 08:00:00,2020-01-01 12:28:00,643.3829786692701,M
C5,E4,T2,2020-01-01 07:45:00,2020-01-01 12:13:00,643.0659809516166,M
C5,E5,T2,2020-01-01 06:00:00,2020-01-01 10:30:00,640.2876925142045,M
D1,A1,T2,2020-01-01 09:00:00,2020-01-01 11:33:00,364.30417602581036,M
D1,A2,T2,2020-01-01 07:30:00,2020-01-01 09:54:00,360.1637140049682,M
D1,A3,T2,2020-01-01 07:45:00,2020-01-01 10:13:00,363.87611819714,M
D1,A4,T2,2020-01-01 05:15:00,2020-01-01 07:45:00,369.1393155529158,M
D1,A5,T2,2020-01-01 07:15:00,2020-01-01 09:48:00,365.2286495978806,M
D1,B1,T2,2020-01-01 06:30:00,2020-01-01 10:09:00,541.5489933873572,M
D1,B2,T2,2020-01-01 07:45:00,2020-01-01 11:26:00,544.4510241580111,M
D1,B3,T2,2020-01-01 06:45:00,2020-01-01 10:25:00,542.6621556729356,M
D1,B4,T2,2020-01-01 07:45:00,2020-01-01 11:35:00,543.5550436052938,M
D1,B5,T2,2020-01-01 07:00:00,2020-01-01 10:51:00,546.5474341963841,M
D1,C1,T2,2020-01-01 05:30:00,2020-01-01 09:50:00,630.6019957958306,M
D1,C2,T2,2020-01-01 05:00:00,2020-01-01 09:19:00,630.7961724843748,M
D1,C3,T2,2020-01-01 08:00:00,2020-01-01 12:20:00,627.4805795303669,M
D1,C4,T2,2020-01-01 07:30:00,2020-01-01 11:40:00,624.2218915490147,M
D1,C5,T2,2020-01-01 07:15:00,2020-01-01 11:33:00,627.1507345709588,M
D1,E1,T2,2020-01-01 07:45:00,2020-01-01 12:49:00,752.4016774785858,M
D1,E2,T2,2020-01-01 09:15:00,2020-01-01 14:20:00,757.3639702263952,M
D1,E3,T2,2020-01-01 08:45:00,2020-01-01 13:53:00,754.9521055104794,M
D1,E4,T2,2020-01-01 07:00:00,2020-01-01 12:09:00,759.8593334708303,M
D1,E5,T2,2020-01-01 07:45:00,2020-01-01 12:48:00,758.4622058618423,M
D2,A1,T2,2020-01-01 08:45:00,2020-01-01 11:15:00,364.8471818159842,M
D2,A2,T2,2020-01-01 08:00:00,2020-01-01 10:26:00,363.6010899279628,M
D2,A3,T2,2020-01-01 05:45:00,2020-01-01 08:15:00,367.14908493348764,M
D2,A4,T2,2020-01-01 08:45:00,2020-01-01 11:16:00,364.4858008827485,M
D2,A5,T2,2020-01-01 05:30:00,2020-01-01 08:03:00,362.291880553508,M
D2,B1,T2,2020-01-01 08:00:00,2020-01-01 11:40:00,549.9008241745283,M
D2,B2,T2,2020-01-01 09:45:00,2020-01-01 13:21:00,549.2972735222054,M
D2,B3,T2,2020-01-01 05:15:00,2020-01-01 09:00:00,542.2855485474947,M
D2,B4,T2,2020-01-01 08:15:00,2020-01-01 12:04:00,546.9970413597403,M
D2,B5,T2,2020-01-01 09:00:00,2020-01-01 12:46:00,545.4823352450734,M
D2,C1,T2,2020-01-01 07:15:00,2020-01-01 11:27:00,631.7164403221873,M
D2,C2,T2,2020-01-01 08:15:00,2020-01-01 12:29:00,627.1737777401219,M
D2,C3,T2,2020-01-01 05:30:00,2020-01-01 09:50:00,629.3894147385931,M
D2,C4,T2,2020-01-01 06:00:00,2020-01-01 10:23:00,622.9422914936765,M
D2,C5,T2,2020-01-01 08:45:00,2020-01-01 13:09:00,622.557836402784,M
D2,E1,T2,2020-01-01 09:15:00,2020-01-01 14:27:00,753.40334683171,M
D2,E2,T2,2020-01-01 09:15:00,2020-01-01 14:29:00,751.8186018758416,M
D2,E3,T2,2020-01-01 05:45:00,2020-01-01 10:45:00,751.8072529038149,M
D2,E4,T2,2020-01-01 07:00:00,2020-01-01 12:06:00,757.8119757230282,M
D2,E5,T2,2020-01-01 06:00:00,2020-01-01 11:03:00,759.5332154635282,M
D3,A1,T2,2020-01-01 09:30:00,2020-01-01 12:06:00,367.85500824989003,M
D3,A2,T2,2020-01-01 07:15:00,2020-01-01 09:49:00,366.7263542553594,M
D3,A3,T2,2020-01-01 07:45:00,2020-01-01 10:14:00,364.605900702603,M
D3,A4,T2,2020-01-01 06:15:00,2020-01-01 08:54:00,363.4228076332175,M
D3,A5,T2,2020-01-01 06:30:00,2020-01-01 09:05:00,365.4719845290879,M
D3,B1,T2,2020-01-01 08:30:00,2020-01-01 12:08:00,541.5354027416497,M
D3,B2,T2,2020-01-01 06:30:00,2020-01-01 10:21:00,547.6192058586857,M
D3,B3,T2,2020-01-01 08:00:00,2020-01-01 11:38:00,548.6796097658499,M
D3,B4,T2,2020-01-01 09:15:00,2020-01-01 12:58:00,545.1389610021974,M
D3,B5,T2,2020-01-01 06:45:00,2020-01-01 10:24:00,543.839928902028,M
D3,C1,T2,2020-01-01 09:45:00,2020-01-01 13:58:00,625.589616710931,M
D3,C2,T2,2020-01-01 06:15:00,2020-01-01 10:29:00,630.3876428918675,M
D3,C3,T2,2020-01-01 07:30:00,2020-01-01 11:43:00,630.4031984293837,M
D3,C4,T2,2020-01-01 08:00:00,2020-01-01 12:11:00,627.2924368180851,M
D3,C5,T2,2020-01-01 07:30:00,2020-01-01 11:52:00,626.9393688706849,M
D3,E1,T2,2020-01-01 05:00:00,2020-01-01 10:00:00,755.4237732617677,M
D3,E2,T2,2020-01-01 07:45:00,2020-01-01 12:46:00,758.8212055121465,M
D3,E3,T2,2020-01-01 09:00:00,2020-01-01 14:11:00,759.6086173830837,M
D3,E4,T2,2020-01-01 07:00:00,2020-01-01 12:04:00,757.4807431304437,M
D3,E5,T2,2020-01-01 09:00:00,2020-01-01 14:13:00,758.9460430901513,M
D4,A1,T2,2020-01-01 08:45:00,2020-01-01 11:19:00,360.36983792050665,M
D4,A2,T2,2020-01-01 06:45:00,2020-01-01 09:22:00,362.3459693021539,M
D4,A3,T2,2020-01-01 07:45:00,2020-01-01 10:10:00,369.64422779157246,M
D4,A4,T2,2020-01-01 07:30:00,2020-01-01 09:56:00,369.76939187371016,M
D4,A5,T2,2020-01-01 07:45:00,2020-01-01 10:11:00,365.46959231735127,M
D4,B1,T2,2020-01-01 08:45:00,2020-01-01 12:36:00,545.9302072622731,M
D4,B2,T2,2020-01-01 07:15:00,2020-01-01 10:52:00,542.9340694168429,M
D4,B3,T2,2020-01-01 09:30:00,2020-01-01 13:17:00,543.6850513813467,M
D4,B4,T2,2020-01-01 09:00:00,2020-01-01 12:44:00,543.297203906671,M
D4,B5,T2,2020-01-01 05:45:00,2020-01-01 09:30:00,548.2842412405988,M
D4,C1,T2,2020-01-01 09:15:00,2020-01-01 13:31:00,631.7567159374737,M
D4,C2,T2,2020-01-01 05:15:00,2020-01-01 09:37:00,631.6542713326295,M
D4,C3,T2,2020-01-01 05:00:00,2020-01-01 09:23:00,632.4558351430187,M
D4,C4,T2,2020-01-01 08:15:00,2020-01-01 12:31:00,631.2982085489789,M
D4,C5,T2,2020-01-01 09:00:00,2020-01-01 13:14:00,632.3829688765769,M
D4,E1,T2,2020-01-01 09:45:00,2020-01-01 14:54:00,758.1462173892214,M
D4,E2,T2,2020-01-01 07:45:00,2020-01-01 12:56:00,759.4556342605309,M
D4,E3,T2,2020-01-01 08:45:00,2020-01-01 13:59:00,751.8016705266992,M
D4,E4,T2,2020-01-01 09:30:00,2020-01-01 14:43:00,750.012124656467,M
D4,E5,T2,2020-01-01 08:45:00,2020-01-01 13:58:00,759.8944575813244,M
D5,A1,T2,2020-01-01 09:15:00,2020-01-01 11:43:00,367.1522554906395,M
D5,A2,T2,2020-01-01 09:45:00,2020-01-01 12:10:00,363.22876098224623,M
D5,A3,T2,2020-01-01 06:30:00,2020-01-01 09:03:00,363.01925491455717,M
D5,A4,T2,2020-01-01 07:30:00,2020-01-01 09:58:00,362.0493248157215,M
D5,A5,T2,2020-01-01 08:45:00,2020-01-01 11:09:00,362.3099073240408,M
D5,B1,T2,2020-01-01 05:45:00,2020-01-01 09:36:00,549.4661853145903,M
D5,B2,T2,2020-01-01 05:00:00,2020-01-01 08:36:00,544.4644770758217,M
D5,B3,T2,2020-01-01 08:00:00,2020-01-01 11:43:00,548.5125960755548,M
D5,B4,T2,2020-01-01 05:00:00,2020-01-01 08:42:00,541.6428377610313,M
D5,B5,T2,2020-01-01 07:15:00,2020-01-01 11:00:00,541.3630350628439,M
D5,C1,T2,2020-01-01 09:00:00,2020-01-01 13:15:00,622.5841354883001,M
D5,C2,T2,2020-01-01 05:15:00,2020-01-01 09:26:00,625.5447358480812,M
D5,C3,T2,2020-01-01 08:15:00,2020-01-01 12:31:00,623.2507243314725,M
D5,C4,T2,2020-01-01 09:45:00,2020-01-01 14:06:00,628.5582313874409,M
D5,C5,T2,2020-01-01 07:30:00,2020-01-01 11:46:00,631.4649965107882,M
D5,E1,T2,2020-01-01 09:00:00,2020-01-01 14:15:00,752.2485009067146,M
D5,E2,T2,2020-01-01 09:15:00,2020-01-01 14:23:00,755.5341982701864,M
D5,E3,T2,2020-01-01 06:00:00,2020-01-01 11:12:00,750.8015748626456,M
D5,E4,T2,2020-01-01 07:15:00,2020-01-01 12:21:00,755.0230212168349,M
D5,E5,T2,2020-01-01 08:45:00,2020-01-01 13:59:00,755.2691778425684,M
E1,A1,T2,2020-01-01 06:45:00,2020-01-01 09:34:00,403.43038016029567,M
E1,A2,T2,2020-01-01 06:30:00,2020-01-01 09:16:00,407.2221896428068,M
E1,A3,T2,2020-01-01 07:30:00,2020-01-01 10:21:00,402.5205337247444,M
E1,A4,T2,2020-01-01 05:30:00,2020-01-01 08:22:00,406.4741911508702,M
E1,A5,T2,2020-01-01 07:15:00,2020-01-01 09:57:00,403.82368234306296,M
E1,B1,T2,2020-01-01 06:00:00,2020-01-01 09:51:00,574.9832385589287,M
E1,B2,T2,2020-01-01 07:45:00,2020-01-01 11:33:00,573.1023505970676,M
E1,B3,T2,2020-01-01 06:15:00,2020-01-01 10:05:00,578.7043016105387,M
E1,B4,T2,2020-01-01 09:30:00,2020-01-01 13:24:00,579.4090110302245,M
E1,B5,T2,2020-01-01 09:15:00,2020-01-01 13:17:00,570.4959294626618,M
E1,C1,T2,2020-01-01 09:30:00,2020-01-01 13:54:00,660.9418041239487,M
E1,C2,T2,2020-01-01 05:45:00,2020-01-01 10:10:00,660.7887172720679,M
E1,C3,T2,2020-01-01 06:45:00,2020-01-01 11:07:00,653.1349419226542,M
E1,C4,T2,2020-01-01 07:15:00,2020-01-01 11:38:00,656.5548345070533,M
E1,C5,T2,2020-01-01 06:45:00,2020-01-01 11:16:00,657.7931487182642,M
E1,D1,T2,2020-01-01 08:00:00,2020-01-01 13:08:00,769.2070645262668,M
E1,D2,T2,2020-01-01 08:15:00,2020-01-01 13:26:00,765.2537077239475,M
E1,D3,T2,2020-01-01 05:30:00,2020-01-01 10:50:00,770.9206196455624,M
E1,D4,T2,2020-01-01 08:45:00,2020-01-01 13:54:00,767.399305564446,M
E1,D5,T2,2020-01-01 09:00:00,2020-01-01 14:11:00,765.5735632443558,M
E2,A1,T2,2020-01-01 08:00:00,2020-01-01 10:49:00,403.6590647001815,M
E2,A2,T2,2020-01-01 08:45:00,2020-01-01 11:30:00,398.264702129133,M
E2,A3,T2,2020-01-01 05:30:00,2020-01-01 08:10:00,403.23061212837933,M
E2,A4,T2,2020-01-01 05:15:00,2020-01-01 08:00:00,401.758482985491,M
E2,A5,T2,2020-01-01 09:30:00,2020-01-01 12:09:00,402.01504216340265,M
E2,B1,T2,2020-01-01 05:15:00,2020-01-01 09:07:00,577.1510443354824,M
E2,B2,T2,2020-01-01 08:00:00,2020-01-01 11:53:00,572.3630563746198,M
E2,B3,T2,2020-01-01 07:45:00,2020-01-01 11:47:00,578.7034579779934,M
E2,B4,T2,2020-01-01 05:15:00,2020-01-01 09:18:00,570.0352390501996,M
E2,B5,T2,2020-01-01 07:45:00,2020-01-01 11:41:00,574.3877699347879,M
E2,C1,T2,2020-01-01 05:30:00,2020-01-01 09:52:00,661.7506505230169,M
E2,C2,T2,2020-01-01 06:15:00,2020-01-01 10:39:00,661.1737698569038,M
E2,C3,T2,2020-01-01 08:00:00,2020-01-01 12:31:00,655.2674906858613,M
E2,C4,T2,2020-01-01 08:00:00,2020-01-01 12:27:00,659.3668939230072,M
E2,C5,T2,2020-01-01 07:45:00,2020-01-01 12:19:00,654.84021314264,M
E2,D1,T2,2020-01-01 07:45:00,2020-01-01 13:06:00,772.8030885679391,M
E2,D2,T2,2020-01-01 06:00:00,2020-01-01 11:18:00,770.1379545310737,M
E2,D3,T2,2020-01-01 05:30:00,2020-01-01 10:46:00,768.8268207324475,M
E2,D4,T2,2020-01-01 05:30:00,2020-01-01 10:39:00,769.7234289875569,M
E2,D5,T2,2020-01-01 09:15:00,2020-01-01 14:33:00,771.7922877023295,M
E3,A1,T2,2020-01-01 05:45:00,2020-01-01 08:25:00,398.70357071186993,M
E3,A2,T2,2020-01-01 08:45:00,2020-01-01 11:38:00,398.6048954116919,M
E3,A3,T2,2020-01-01 05:45:00,2020-01-01 08:37:00,407.29692078506014,M
E3,A4,T2,2020-01-01 05:00:00,2020-01-01 07:47:00,398.8326565547997,M
E3,A5,T2,2020-01-01 07:00:00,2020-01-01 09:51:00,400.80578868794726,M
E3,B1,T2,2020-01-01 06:45:00,2020-01-01 10:35:00,572.497568428159,M
E3,B2,T2,2020-01-01 09:45:00,2020-01-01 13:46:00,577.198202745484,M
E3,B3,T2,2020-01-01 07:45:00,2020-01-01 11:34:00,572.3448507075008,M
E3,B4,T2,2020-01-01 05:30:00,2020-01-01 09:18:00,578.0925988466611,M
E3,B5,T2,2020-01-01 08:00:00,2020-01-01 12:00:00,579.6166171748009,M
E3,C1,T2,2020-01-01 05:45:00,2020-01-01 10:11:00,655.8051041449787,M
E3,C2,T2,2020-01-01 05:45:00,2020-01-01 10:20:00,659.224234514152,M
E3,C3,T2,2020-01-01 07:45:00,2020-01-01 12:13:00,655.6201730746659,M
E3,C4,T2,2020-01-01 09:15:00,2020-01-01 13:39:00,654.850585297511,M
E3,C5,T2,2020-01-01 09:45:00,2020-01-01 14:17:00,653.2808249612049,M
E3,D1,T2,2020-01-01 05:30:00,2020-01-01 10:50:00,765.8879338682639,M
E3,D2,T2,2020-01-01 07:00:00,2020-01-01 12:15:00,774.5706925076661,M
E3,D3,T2,2020-01-01 08:00:00,2020-01-01 13:08:00,770.7543004053009,M
E3,D4,T2,2020-01-01 08:30:00,2020-01-01 13:40:00,772.7034357636768,M
E3,D5,T2,2020-01-01 07:00:00,2020-01-01 12:18:00,774.1379709168137,M
E4,A1,T2,2020-01-01 05:30:00,2020-01-01 08:17:00,403.6578882745672,M
E4,A2,T2,2020-01-01 05:30:00,2020-01-01 08:11:00,407.4265716735821,M
E4,A3,T2,2020-01-01 07:45:00,2020-01-01 10:36:00,398.06446148914773,M
E4,A4,T2,2020-01-01 06:15:00,2020-01-01 09:07:00,397.8979080143985,M
E4,A5,T2,2020-01-01 05:00:00,2020-01-01 07:44:00,399.9578872307431,M
E4,B1,T2,2020-01-01 06:15:00,2020-01-01 10:07:00,572.5810115101191,M
E4,B2,T2,2020-01-01 06:45:00,2020-01-01 10:34:00,573.333137229389,M
E4,B3,T2,2020-01-01 07:30:00,2020-01-01 11:31:00,576.8271479841432,M
E4,B4,T2,2020-01-01 05:00:00,2020-01-01 08:57:00,579.9249300406177,M
E4,B5,T2,2020-01-01 08:45:00,2020-01-01 12:34:00,571.982327479238,M
E4,C1,T2,2020-01-01 05:15:00,2020-01-01 09:47:00,654.4330098149478,M
E4,C2,T2,2020-01-01 07:45:00,2020-01-01 12:17:00,658.7183924893035,M
E4,C3,T2,2020-01-01 08:15:00,2020-01-01 12:42:00,655.5659035593329,M
E4,C4,T2,2020-01-01 09:00:00,2020-01-01 13:35:00,656.388334091455,M
E4,C5,T2,2020-01-01 05:00:00,2020-01-01 09:33:00,657.434569530907,M
E4,D1,T2,2020-01-01 07:45:00,2020-01-01 12:53:00,771.7587675584247,M
E4,D2,T2,2020-01-01 06:15:00,2020-01-01 11:30:00,771.4979856328424,M
E4,D3,T2,2020-01-01 07:15:00,2020-01-01 12:29:00,770.3667230699896,M
E4,D4,T2,2020-01-01 05:00:00,2020-01-01 10:07:00,773.5719817771387,M
E4,D5,T2,2020-01-01 08:15:00,2020-01-01 13:25:00,768.617324702775,M
E5,A1,T2,2020-01-01 09:45:00,2020-01-01 12:30:00,407.4367941818952,M
E5,A2,T2,2020-01-01 06:15:00,2020-01-01 08:57:00,399.12111878356546,M
E5,A3,T2,2020-01-01 08:45:00,2020-01-01 11:25:00,400.14425539958694,M
E5,A4,T2,2020-01-01 06:00:00,2020-01-01 08:41:00,405.52739866873947,M
E5,A5,T2,2020-01-01 08:30:00,2020-01-01 11:11:00,404.49173128656713,M
E5,B1,T2,2020-01-01 09:30:00,2020-01-01 13:28:00,575.6826404199006,M
E5,B2,T2,2020-01-01 09:00:00,2020-01-01 12:56:00,578.3046857485857,M
E5,B3,T2,2020-01-01 09:30:00,2020-01-01 13:29:00,578.2820865090054,M
E5,B4,T2,2020-01-01 09:00:00,2020-01-01 12:49:00,579.5220295292174,M
E5,B5,T2,2020-01-01 09:15:00,2020-01-01 13:16:00,575.7018640957089,M
E5,C1,T2,2020-01-01 08:30:00,2020-01-01 12:59:00,658.5424553224422,M
E5,C2,T2,2020-01-01 07:45:00,2020-01-01 12:20:00,652.8481706204569,M
E5,C3,T2,2020-01-01 05:15:00,2020-01-01 09:50:00,660.9058618957973,M
E5,C4,T2,2020-01-01 08:45:00,2020-01-01 13:20:00,656.1120176513997,M
E5,C5,T2,2020-01-01 06:15:00,2020-01-01 10:37:00,654.1775567546769,M
E5,D1,T2,2020-01-01 08:00:00,2020-01-01 13:12:00,772.0990021080679,M
E5,D2,T2,2020-01-01 05:30:00,2020-01-01 10:41:00,767.1099212907551,M
E5,D3,T2,2020-01-01 07:45:00,2020-01-01 13:00:00,770.0983866425502,M
E5,D4,T2,2020-01-01 07:15:00,2020-01-01 12:36:00,772.2361568212605,M
E5,D5,T2,2020-01-01 06:30:00,2020-01-01 11:44:00,774.0303379931302,M
A1,B1,T1,2020-01-01 16:30:00,2020-01-01 18:33:00,208.1058006795536,A
A1,B2,T1,2020-01-01 14:30:00,2020-01-01 16:31:00,201.06363977762234,A
A1,B3,T1,2020-01-01 17:00:00,2020-01-01 19:14:00,208.8560093031764,A
A1,B4,T1,2020-01-01 13:30:00,2020-01-01 15:44:00,206.30886524553094,A
A1,B5,T1,2020-01-01 16:45:00,2020-01-01 18:48:00,209.87136553634213,A
A1,C1,T1,2020-01-01 17:45:00,2020-01-01 20:09:00,226.19591034137815,A
A1,C2,T1,2020-01-01 13:00:00,2020-01-01 15:21:00,225.70999635567262,A
A1,C3,T1,2020-01-01 17:15:00,2020-01-01 19:45:00,231.34608870243324,A
A1,C4,T1,2020-01-01 15:15:00,2020-01-01 17:40:00,227.862960254033,A
A1,C5,T1,2020-01-01 16:15:00,2020-01-01 18:41:00,227.0282128845786,A
A1,D1,T1,2020-01-01 17:15:00,2020-01-01 19:48:00,250.76433674713644,A
A1,D2,T1,2020-01-01 17:00:00,2020-01-01 19:30:00,258.21582787699987,A
A1,D3,T1,2020-01-01 14:30:00,2020-01-01 17:14:00,255.30328191674107,A
A1,D4,T1,2020-01-01 15:30:00,2020-01-01 18:11:00,251.6706661445594,A
A1,D5,T1,2020-01-01 14:15:00,2020-01-01 16:47:00,251.79882564594934,A
A1,E1,T1,2020-01-01 16:45:00,2020-01-01 19:41:00,283.9052931808325,A
A1,E2,T1,2020-01-01 13:30:00,2020-01-01 16:26:00,279.60660540521746,A
A1,E3,T1,2020-01-01 15:15:00,2020-01-01 18:03:00,282.38554392664906,A
A1,E4,T1,2020-01-01 16:00:00,2020-01-01 18:55:00,280.21358447630024,A
A1,E5,T1,2020-01-01 14:00:00,2020-01-01 16:59:00,276.45825583060093,A
A2,B1,T1,2020-01-01 14:30:00,2020-01-01 16:36:00,201.23896660249147,A
A2,B2,T1,2020-01-01 13:00:00,2020-01-01 15:05:00,209.43890075464398,A
A2,B3,T1,2020-01-01 14:30:00,2020-01-01 16:36:00,201.80830615385048,A
A2,B4,T1,2020-01-01 17:45:00,2020-01-01 19:52:00,205.31511286705415,A
A2,B5,T1,2020-01-01 15:30:00,2020-01-01 17:45:00,202.15436655930404,A
A2,C1,T1,2020-01-01 13:00:00,2020-01-01 15:26:00,228.93555432278887,A
A2,C2,T1,2020-01-01 15:45:00,2020-01-01 18:00:00,228.13286030223327,A
A2,C3,T1,2020-01-01 17:15:00,2020-01-01 19:42:00,228.11177160073976,A
A2,C4,T1,2020-01-01 16:00:00,2020-01-01 18:21:00,233.65138998460682,A
A2,C5,T1,2020-01-01 15:15:00,2020-01-01 17:40:00,225.84022274501422,A
A2,D1,T1,2020-01-01 14:45:00,2020-01-01 17:21:00,255.56022538993247,A
A2,D2,T1,2020-01-01 16:30:00,2020-01-01 19:12:00,253.1397632042666,A
A2,D3,T1,2020-01-01 14:30:00,2020-01-01 17:08:00,254.4981783996889,A
A2,D4,T1,2020-01-01 16:30:00,2020-01-01 19:06:00,255.35954912079455,A
A2,D5,T1,2020-01-01 15:30:00,2020-01-01 18:11:00,258.16670473724315,A
A2,E1,T1,2020-01-01 13:30:00,2020-01-01 16:29:00,279.73736332241594,A
A2,E2,T1,2020-01-01 14:00:00,2020-01-01 16:47:00,275.0530822155609,A
A2,E3,T1,2020-01-01 14:30:00,2020-01-01 17:23:00,282.54408248191766,A
A2,E4,T1,2020-01-01 14:00:00,2020-01-01 16:45:00,284.25257337568195,A
A2,E5,T1,2020-01-01 13:00:00,2020-01-01 15:56:00,282.1958780969006,A
A3,B1,T1,2020-01-01 14:30:00,2020-01-01 16:44:00,203.71930299999258,A
A3,B2,T1,2020-01-01 17:30:00,2020-01-01 19:44:00,205.86132098331242,A
A3,B3,T1,2020-01-01 15:45:00,2020-01-01 17:57:00,208.74534931991863,A
A3,B4,T1,2020-01-01 15:30:00,2020-01-01 17:41:00,203.94072759481125,A
A3,B5,T1,2020-01-01 17:30:00,2020-01-01 19:38:00,207.61441012161418,A
A3,C1,T1,2020-01-01 14:45:00,2020-01-01 17:02:00,229.52048524395627,A
A3,C2,T1,2020-01-01 15:45:00,2020-01-01 18:14:00,233.7260596460066,A
A3,C3,T1,2020-01-01 15:30:00,2020-01-01 18:00:00,234.49203088479717,A
A3,C4,T1,2020-01-01 13:45:00,2020-01-01 16:10:00,231.11384776976138,A
A3,C5,T1,2020-01-01 13:00:00,2020-01-01 15:28:00,225.63946423561856,A
A3,D1,T1,2020-01-01 14:15:00,2020-01-01 16:56:00,257.82861258632397,A
A3,D2,T1,2020-01-01 17:30:00,2020-01-01 20:12:00,256.49200141676886,A
A3,D3,T1,2020-01-01 16:00:00,2020-01-01 18:42:00,255.5009630002499,A
A3,D4,T1,2020-01-01 13:15:00,2020-01-01 15:54:00,256.2001800469937,A
A3,D5,T1,2020-01-01 14:15:00,2020-01-01 16:54:00,256.7743030725867,A
A3,E1,T1,2020-01-01 14:00:00,2020-01-01 16:50:00,277.666339204397,A
A3,E2,T1,2020-01-01 13:15:00,2020-01-01 16:00:00,280.25959310063837,A
A3,E3,T1,2020-01-01 17:45:00,2020-01-01 20:35:00,276.52981554425804,A
A3,E4,T1,2020-01-01 14:30:00,2020-01-01 17:15:00,282.7368143154821,A
A3,E5,T1,2020-01-01 17:45:00,2020-01-01 20:33:00,277.94666493853157,A
A4,B1,T1,2020-01-01 14:00:00,2020-01-01 16:15:00,205.95880714025657,A
A4,B2,T1,2020-01-01 15:30:00,2020-01-01 17:33:00,203.18330596780137,A
A4,B3,T1,2020-01-01 13:30:00,2020-01-01 15:42:00,204.23593247121656,A
A4,B4,T1,2020-01-01 15:15:00,2020-01-01 17:22:00,204.9060513442015,A
A4,B5,T1,2020-01-01 14:00:00,2020-01-01 16:08:00,209.1719691560519,A
A4,C1,T1,2020-01-01 16:00:00,2020-01-01 18:15:00,229.96881669998865,A
A4,C2,T1,2020-01-01 17:00:00,2020-01-01 19:28:00,232.26096860620407,A
A4,C3,T1,2020-01-01 17:30:00,2020-01-01 19:54:00,230.39427802584592,A
A4,C4,T1,2020-01-01 15:15:00,2020-01-01 17:33:00,229.12918074496275,A
A4,C5,T1,2020-01-01 14:45:00,2020-01-01 17:12:00,225.61906137588906,A
A4,D1,T1,2020-01-01 16:00:00,2020-01-01 18:37:00,259.735620642255,A
A4,D2,T1,2020-01-01 14:15:00,2020-01-01 16:45:00,252.67705254095435,A
A4,D3,T1,2020-01-01 16:00:00,2020-01-01 18:41:00,258.54522948171626,A
A4,D4,T1,2020-01-01 14:15:00,2020-01-01 16:57:00,251.3940831556927,A
A4,D5,T1,2020-01-01 15:00:00,2020-01-01 17:31:00,259.2306649335252,A
A4,E1,T1,2020-01-01 16:30:00,2020-01-01 19:28:00,278.2444054504112,A
